token	0	1	2	3	mean	std	category	conccat	VQA	batch
privacy protection	0.0	3.0	1.0		1.3333333333333333	1.5275252316519465	compound	AA	0.9633129239082336	5
memory	0.0	3.0	1.0		1.3333333333333333	1.5275252316519465	modifier	A	0.8816262483596802	10
eye surgery	2.0	2.0	0.0		1.3333333333333333	1.1547005383792517	compound	CC	0.8066644072532654	0
area	2.0	0.0	2.0		1.3333333333333333	1.1547005383792517	head	C	0.9537352323532104	5
ear	2.0	2.0	0.0		1.3333333333333333	1.1547005383792517	modifier	C	0.8688125014305115	7
heart surgery	2.0	2.0	0.0		1.3333333333333333	1.1547005383792517	compound	CC	0.3650029897689819	8
ego trip	2.0	0.0	2.0		1.3333333333333333	1.1547005383792517	compound	AC	0.7592726945877075	8
field day	1.0	1.0	2.0		1.3333333333333333	0.5773502691896257	compound	CC	0.9654512405395508	3
day	1.0	1.0	2.0		1.3333333333333333	0.5773502691896257	head	C	0.6494417190551758	6
culture critic	1.0	2.0	1.0		1.3333333333333333	0.5773502691896257	compound	AC	0.365016371011734	6
dog dinner	1.0	2.0	1.0		1.3333333333333333	0.5773502691896257	compound	CC	0.931191623210907	11
service	2.0	0.0	1.0	2.0	1.25	0.9574271077563381	headmod	A	0.9348335862159728	1
health	0.0	0.0	3.0		1.0	1.7320508075688772	modifier	A	0.8241795301437378	2
recording	2.0	0.0	2.0	0.0	1.0	1.1547005383792515	modifier	C	0.7174644470214844	1
suggestion box	1.0	0.0	2.0		1.0	1.0	compound	AC	0.5901650786399841	2
radio station	2.0	1.0	0.0		1.0	1.0	compound	CC	0.6381258368492126	3
assessment day	0.0	1.0	2.0		1.0	1.0	compound	AC	0.8816326260566711	3
hype machine	0.0	2.0	1.0		1.0	1.0	compound	AC	0.9509455561637878	4
greeting card	0.0	1.0	2.0		1.0	1.0	compound	CC	0.8816342949867249	4
movie critic	1.0	2.0	0.0		1.0	1.0	compound	CC	0.5067749619483948	5
barrier	1.0	2.0	0.0		1.0	1.0	head	C	0.8066662549972534	5
emotion processing	0.0	2.0	1.0		1.0	1.0	compound	AA	0.9270003437995912	5
selection	0.0	2.0	1.0		1.0	1.0	modifier	A	0.9091750979423524	5
pyramid scheme	1.0	0.0	2.0		1.0	1.0	compound	CA	0.8470017313957214	5
box scheme	0.0	2.0	1.0		1.0	1.0	compound	CA	0.8545028567314148	6
confidentiality	2.0	1.0	0.0		1.0	1.0	modifier	A	0.9311853051185608	7
chamber	0.0	1.0	2.0		1.0	1.0	modifier	C	0.4950353503227234	7
gift	2.0	1.0	0.0		1.0	1.0	modifier	C	0.967576026916504	8
closure	0.0	1.0	2.0		1.0	1.0	head	A	0.958875298500061	9
room	1.0	0.0	2.0		1.0	1.0	modifier	C	0.8620533347129822	9
identity card	0.0	2.0	1.0		1.0	1.0	compound	AC	0.1938585638999939	10
propaganda machine	0.0	2.0	1.0		1.0	1.0	compound	AC	0.5787529945373535	10
rice cake	2.0	1.0	0.0		1.0	1.0	compound	CC	0.695389986038208	11
critic	1.0	1.0	1.0	1.0	1.0	0.0	head	C	0.8396194577217102	1
tenancy	1.0	1.0	1.0		1.0	0.0	modifier	A	0.6846089363098145	7
ruling	1.0	1.0	1.0		1.0	0.0	modifier	A	0.8066649436950684	9
ruling party	1.0	1.0	1.0		1.0	0.0	compound	AC	0.7489645481109619	10
blood loss	3.0	0.0	0.0	0.0	0.75	1.5	compound	CA	0.6494306325912476	1
way station	0.0	0.0	2.0	1.0	0.75	0.9574271077563381	compound	AC	0.728762686252594	1
music	0.0	2.0	0.0		0.6666666666666666	1.1547005383792517	headmod	C	0.3097853362560272	0
propaganda	0.0	0.0	2.0		0.6666666666666666	1.1547005383792517	modifier	A	0.7489637732505798	4
independence day	0.0	0.0	2.0		0.6666666666666666	1.1547005383792517	compound	AC	0.934831976890564	11
pain barrier	0.0	1.0	1.0		0.6666666666666666	0.5773502691896258	compound	CC	0.5187923312187195	2
identity	1.0	0.0	1.0		0.6666666666666666	0.5773502691896258	modifier	A	0.7697040438652039	5
protection	0.0	1.0	1.0		0.6666666666666666	0.5773502691896258	head	A	0.862041711807251	5
loan	1.0	0.0	1.0		0.6666666666666666	0.5773502691896258	modifier	C	0.7174633741378784	6
data	1.0	1.0	0.0		0.6666666666666666	0.5773502691896258	modifier	C	0.6953864097595215	7
pension	1.0	0.0	1.0		0.6666666666666666	0.5773502691896258	modifier	C	0.3650161623954773	11
scheme	0.0	0.0	2.0	0.0	0.5	1.0	head	A	0.3349576294422149	1
ballot	0.0	1.0	0.0		0.3333333333333333	0.5773502691896258	modifier	C	0.4950350224971771	0
image processing	1.0	0.0	0.0		0.3333333333333333	0.5773502691896258	compound	CA	0.6953877806663513	0
trip	0.0	0.0	1.0		0.3333333333333333	0.5773502691896258	head	C	0.6953906416893005	2
incentive	0.0	0.0	1.0		0.3333333333333333	0.5773502691896258	modifier	A	0.9744457602500916	2
noise barrier	1.0	0.0	0.0		0.3333333333333333	0.5773502691896258	compound	CC	0.7795605659484863	2
safety barrier	0.0	1.0	0.0		0.3333333333333333	0.5773502691896258	compound	AC	0.8322712182998657	3
loyalty card	1.0	0.0	0.0		0.3333333333333333	0.5773502691896258	compound	AC	0.8322694301605225	4
ice queen	1.0	0.0	0.0		0.3333333333333333	0.5773502691896258	compound	CC	0.7063402533531189	7
card	0.0	0.0	1.0		0.3333333333333333	0.5773502691896258	headmod	C	0.7489644885063171	9
album	1.0	0.0	0.0		0.3333333333333333	0.5773502691896258	head	C	0.3650164306163788	9
noise	0.0	0.0	1.0		0.3333333333333333	0.5773502691896258	modifier	C	0.541570246219635	10
hype	0.0	1.0	0.0		0.3333333333333333	0.5773502691896258	modifier	A	0.898575484752655	10
processing	1.0	0.0	0.0		0.3333333333333333	0.5773502691896258	head	A	0.9799367785453796	11
convenience	1.0	0.0	0.0		0.3333333333333333	0.5773502691896258	modifier	A	0.9451615810394288	11
word	0.0	0.0	0.0		0.0	0.0	modifier	C	0.554412841796875	2
strategy	0.0	0.0	0.0		0.0	0.0	modifier	A	0.5310947895050049	3
fraud scheme	0.0	0.0	0.0		0.0	0.0	compound	AA	0.5787538290023804	3
memory loss	0.0	0.0	0.0		0.0	0.0	compound	AA	0.6257779002189636	5
licensing	0.0	0.0	0.0		0.0	0.0	modifier	A	0.2112551629543304	6
service agreement	0.0	0.0	0.0		0.0	0.0	compound	AA	0.1070589423179626	7
safety	0.0	0.0	0.0		0.0	0.0	modifier	A	0.5544062256813049	7
loan agreement	0.0	0.0	0.0		0.0	0.0	compound	CA	0.0873789638280868	8
privacy	0.0	0.0	0.0		0.0	0.0	modifier	A	0.9091633558273317	9
loyalty	0.0	0.0	0.0		0.0	0.0	modifier	A	0.5544130802154541	10
glove	0.0	0.0	0.0		0.0	0.0	modifier	C	0.7287613153457642	11
fraud	0.0	0.0	0.0		0.0	0.0	modifier	A	0.6148771643638611	11
case	0.0	0.0	0.0		0.0	0.0	modifier	C	0.5415704250335693	11
