baby	An infant or very young child, typically under the age of one, characterized by rapid growth and development.	A human child in the earliest stages of life, typically dependent on adults for care, nourishment, and safety.	A newborn or young child, who has not yet reached toddler age, often associated with care, innocence, and vulnerability.
boat	A small, typically waterborne vessel used for transportation, leisure, or recreation, ranging in size from small rowboats to larger motorboats.	A watercraft, often powered by oars, sails, or motors, designed for travel or work on lakes, rivers, or seas.	A vehicle designed to float on and travel across water, used for recreation, sport, or commercial purposes.
horse	A large domesticated mammal used for riding, racing, and work, typically with four legs and a mane.	A sturdy and strong animal, often used for transport, recreation, or labor, and known for its galloping speed.	A domesticated species of animal, Equus ferus caballus, known for its use in agriculture, sport, and leisure activities.
tennis	A sport played between two individuals or teams, where players use rackets to hit a ball over a net into the opposing side’s court.	A fast-paced game played with rackets and a ball, involving the goal of hitting the ball within the boundaries of the opponent’s court.	An indoor or outdoor game played on a rectangular court with a net, where players hit a ball back and forth using rackets.
bus	A large motor vehicle designed to carry many passengers, typically running on scheduled routes within a city or region.	A vehicle with a large seating capacity used for public transportation, often traveling along predetermined routes to transport passengers.	A public transportation vehicle designed to carry passengers over long or short distances, typically running on fixed routes.
station	A fixed location where a specific activity, such as transportation or service, takes place, such as a bus, train, or radio station.	A location where vehicles or trains stop to pick up or drop off passengers, goods, or services.	A designated area, often with facilities or equipment, used for a particular purpose, like a bus station or gas station.
hill	A natural elevation of the Earth’s surface, typically smaller than a mountain, that rises from the surrounding land.	A raised area of land, often rounded or sloping, typically lower than a mountain, found in various landscapes.	A small mountain or elevated landform, often with gentle slopes, offering a view over the surrounding area.
radio	A device used for receiving and transmitting audio signals, typically used for entertainment, news, and communication.	A communication system that uses electromagnetic waves to carry sound signals, commonly used for broadcasting and entertainment.	A technology used for transmitting audio over long distances, either for communication or entertainment, via radio waves.
way	A route or path that leads from one place to another, often indicating a method or direction.	A physical or metaphorical passage that guides or directs movement or action.	A course or manner of doing something, often leading to a destination or outcome.
surgery	A medical procedure involving the incision, removal, or repair of tissues or organs, typically performed by a surgeon.	The act of performing medical procedures to treat or cure a disease, injury, or condition, often requiring anesthesia and recovery time.	A field of medicine focused on the treatment of physical ailments or conditions through surgical techniques, such as cutting or removing parts of the body.
eye	The sensory organ responsible for vision, located in the head, and composed of structures like the cornea, retina, and lens.	A complex organ in the human body that detects light and transmits visual information to the brain, allowing for sight.	The organ used for seeing, which captures light and sends signals to the brain to form visual images.
heart	The muscular organ responsible for pumping blood throughout the body, ensuring oxygen and nutrients are delivered to tissues.	A central organ in the circulatory system, responsible for maintaining blood flow and supporting overall bodily function.	An essential organ that pumps blood to the lungs and the rest of the body, vital for sustaining life and health.
tree	A tall, perennial plant with a trunk, branches, and leaves, typically growing in forests or as a standalone plant in gardens.	A large plant with a woody stem or trunk, supporting branches and leaves, known for providing oxygen and shelter to various organisms.	A living organism that produces oxygen and sustains ecosystems, typically with a single main stem or trunk and lateral branches.
trip	A journey or voyage from one place to another, typically for leisure, business, or exploration, involving travel by various means of transportation.	A journey, typically brief, to a different location for the purpose of experiencing new environments, meeting people, or relaxation.	A travel experience where an individual or group moves from one destination to another, often with planned stops and activities.
ego	The sense of self-importance or self-identity, often referring to one’s own perceptions and beliefs about oneself.	A person’s sense of individuality and self-worth, which influences their decisions, actions, and behavior.	The part of the mind responsible for one’s thoughts, feelings, and actions, shaped by experiences, self-awareness, and desires.
guilt	A feeling of responsibility or remorse for a perceived wrongdoing or failure to meet moral or ethical standards.	An emotional response to the awareness of having committed a wrong or moral breach, often accompanied by shame or regret.	A feeling of personal accountability for something perceived as wrong or harmful, usually tied to societal, familial, or personal expectations.
wine	An alcoholic beverage made from the fermentation of crushed grapes or other fruits, available in red, white, or rosé varieties.	A drink produced by fermenting grape juice, often associated with fine dining and used in religious or celebratory rituals.	A complex and aromatic beverage created from fermented fruit juices, predominantly grapes, with a range of flavors and styles influenced by region and production methods.
ballet	A classical form of dance characterized by precision, grace, and formalized movements, often performed to orchestral music.	A performing art combining dance, music, and storytelling, featuring choreographed movements such as leaps, spins, and pointe work.	A theatrical dance style that originated in the Italian Renaissance and developed into a refined art form, known for its elegant technique and expressive storytelling.
